song_id|song_title|album_id|performer_id|release_date|release_year|release_month|release_day|apple_music_player_url
3333057 | Put the Drugs Down | 383045 | 611755 | 2017-11-24 | 2017 | 11 | 24 | https://genius.com/songs/3333057/apple_music_player
3310989 | Watered Down | 354580 | 621025 | 2017-08-05 | 2017 | 8 | 5 | https://genius.com/songs/3310989/apple_music_player
702385 | Boomerang | 119559 | 51841 |  |  |  |  | https://genius.com/songs/702385/apple_music_player
3828718 | Change Up xD |  | 334508 | 2018-07-09 | 2018 | 7 | 9 | https://genius.com/songs/3828718/apple_music_player
3646728 | I Go |  | 1445156 | 2018-04-12 | 2018 | 4 | 12 | https://genius.com/songs/3646728/apple_music_player
3057735 | RIGHT NOW |  | 430414 | 2017-04-17 | 2017 | 4 | 17 | https://genius.com/songs/3057735/apple_music_player
3250289 | Right Back | 370795 | 1202953 | 2017-09-14 | 2017 | 9 | 14 | https://genius.com/songs/3250289/apple_music_player
3255329 | BURY ME |  | 430414 | 2017-09-29 | 2017 | 9 | 29 | https://genius.com/songs/3255329/apple_music_player
4072622 | Dangerous | 491798 | 197704 |  |  |  |  | https://genius.com/songs/4072622/apple_music_player
3628092 | $$$DIAmond bluNTS$$ |  | 1144902 | 2017-01-15 | 2017 | 1 | 15 | https://genius.com/songs/3628092/apple_music_player
